koi_disposition,koi_period,koi_impact,koi_duration,koi_depth,koi_prad,koi_model_snr
CONFIRMED,8.7348852,0.314,4.49,2.71E+02,1.59,24.8
FALSE POSITIVE,10.26547688,0.69,3.733,4.00E+02,1.81,20.1
CANDIDATE,13.4471791,0.963,3.0454,1.43E+03,5.24,105.3
FALSE POSITIVE,3.305577989,1.145,2.5903,1.80E+04,25.89,39.6
FALSE POSITIVE,4.800653901,0.785,9.0419,1.53E+04,16.91,298
FALSE POSITIVE,15.06649901,1.018,5.9885,3.63E+04,56.44,154.6
FALSE POSITIVE,34.82008158,0.663,11.1711,1.88E+04,11.36,882.6
FALSE POSITIVE,0.651784374,1.224,2.0141,2.78E+03,33.65,195.2
FALSE POSITIVE,1.353771892,1.203,7.012,1.35E+03,430.99,76.7
FALSE POSITIVE,18.95491633,1.228,24.249,8.68E+02,71.39,249.3
FALSE POSITIVE,4.348866254,1.187,3.2797,6.26E+02,2436.69,56.3
FALSE POSITIVE,47.93094546,1.272,2.6897,2.14E+03,68.02,221.1
FALSE POSITIVE,3.99751422,0.0303,3.686,3.28E+01,2.98,6.1
FALSE POSITIVE,1.592633181,0.003,5.5605,6.33E+02,1.56,66.9
CANDIDATE,67.5923754,0.728,12.249,4.16E+03,12.1,60.9
CONFIRMED,17.02902786,0.202,4.645,5.69E+02,2.54,29.8
CONFIRMED,6.84619236,0.077,3.529,2.47E+02,1.67,17.7
CONFIRMED,67.8321638,0.027,7.358,5.08E+02,2.39,15.5
CONFIRMED,43.1312147,0.67,3.198,4.48E+02,2.39,11.8
CONFIRMED,1.224866441,0.286,1.7086,1.96E+02,1.54,21.1
CANDIDATE,37.8102649,0.061,8.733,5.70E+02,2.33,35.2
CONFIRMED,25.93406406,0.014,4.6142,4.15E+02,2.48,42.2
CONFIRMED,83.4463485,0.058,6.536,5.03E+02,2.73,36.1
FALSE POSITIVE,7.04710032,1.195,2.926,4.01E+02,25.2,24
CONFIRMED,12.99204853,0.091,6.0175,2.71E+02,2.03,38.7
FALSE POSITIVE,11.11620211,0.937,4.211,4.84E+03,8.96,115.3
FALSE POSITIVE,1.922861499,0.943,3.5734,1.92E+03,5.09,103.4
FALSE POSITIVE,0.635445336,1.253,1.8592,2.55E+03,19,182.2
FALSE POSITIVE,1.665784138,1.27,1.8946,2.01E+03,97.27,148
FALSE POSITIVE,55.6639167,1.298,23.546,3.41E+03,34.14,103.4
CONFIRMED,52.09081627,0.065,8.6388,2.89E+03,7.14,243.5
FALSE POSITIVE,7.1548608,0.9848,7.694,7.80E+02,7.41,24.2
CANDIDATE,4.28746668,0.374,1.5693,7.90E+02,2.29,19.4
FALSE POSITIVE,2.002779769,0.242,2.231,2.61E+02,1.42,22.2
CONFIRMED,8.18739443,0.377,3.0472,5.18E+02,1.92,38.4
CONFIRMED,76.0498163,0.015,7.158,4.46E+02,1.75,17.4
CONFIRMED,3.341799486,0.426,2.9254,1.78E+02,1.67,48.8
FALSE POSITIVE,3.3226948,0.4722,3.568,7.87E+01,15.33,8.6
FALSE POSITIVE,36.97708808,1.246,4.737,1.27E+03,38.6,59.2
FALSE POSITIVE,1.851409163,1.1117,10.232,2.33E+02,20.42,54.4
FALSE POSITIVE,1.303859704,0.674,2.8239,3.67E+01,0.98,34.7
FALSE POSITIVE,145.5624926,1.274,5.4126,2.93E+03,40.15,58.1
CONFIRMED,3.749105745,0.942,1.9826,1.83E+02,1.68,38
CONFIRMED,11.08956602,0.02,6.2877,1.48E+02,3.51,38.9
CANDIDATE,7.37290344,0.993,2.172,2.05E+02,2.67,19.1
FALSE POSITIVE,7.24476126,0.04,2.3145,5.80E+01,0.65,27.2
CANDIDATE,119.0624882,0.968,3.1188,5.37E+03,10.4,71.6
CONFIRMED,8.70798309,0.063,2.4904,1.42E+03,2.01,28.1
CANDIDATE,14.8623076,0.324,3.161,8.40E+02,1.57,14.4
CONFIRMED,4.17634276,0.142,2.335,5.32E+02,1.23,14.9
CONFIRMED,27.40229859,0.022,6.8491,7.48E+02,3.63,79.3
CONFIRMED,3.179267286,0.171,1.0246,2.01E+02,1.21,41
CONFIRMED,10.38122447,0.319,2.715,8.02E+02,2.18,41.9
CONFIRMED,24.5709023,0.945,3.587,7.64E+02,2.82,26.3
FALSE POSITIVE,81.221876,1.01,4.1135,9.88E+03,16.59,63
FALSE POSITIVE,0.817026268,0.01,2.0799,1.15E+03,2.92,121.1
CONFIRMED,3.024092505,0.424,2.8021,7.77E+03,12.14,1225.3
FALSE POSITIVE,5.670155713,1.267,0.9361,5.37E+02,5.85,37.3
CONFIRMED,1.022678654,0.019,1.3712,1.29E+02,1.14,21.6
CONFIRMED,12.10968709,0.924,6.3461,2.85E+02,2.98,33.4
CONFIRMED,4.75796103,0.621,4.66,1.25E+02,1.7,20.9
CONFIRMED,20.4972755,0.966,8.536,2.43E+02,2.96,22.8
FALSE POSITIVE,13.55480534,0.497,2.288,4.83E+01,0.62,16.5
FALSE POSITIVE,29.74454668,0.337,23.2842,6.69E+04,20.06,765
FALSE POSITIVE,14.15402428,1.1,4.47001,6.16E+04,53.25,930.3
FALSE POSITIVE,0.844786082,1.297,3.5289,2.47E+03,35.27,245.6
FALSE POSITIVE,0.848483947,1.264,1.4451,1.91E+03,32.11,185
FALSE POSITIVE,11.99097576,1.269,5.7401,2.12E+03,37.47,102.8
CONFIRMED,53.5292702,0.346,5.668,1.09E+03,2.28,34.5
FALSE POSITIVE,0.393726813,1.1898,2.95,5.65E+02,24.17,64.8
CANDIDATE,2.757584622,0.093,0.9267,5.63E+02,1.01,19.6
CONFIRMED,0.928310036,0.181,1.1899,3.76E+02,1.16,22.6
CONFIRMED,13.48457668,0.011,5.0197,6.54E+02,3.39,80.8
CONFIRMED,31.8841473,0.938,6.122,9.10E+02,3.7,25.3
CANDIDATE,16.15811112,1.8572,6.049,2.32E+03,86.13,52.8
FALSE POSITIVE,67.69213907,0.5581,51.349,2.55E+04,175.98,1328.2
CONFIRMED,12.06222962,0.392,2.0584,3.00E+02,1.62,32.4
CONFIRMED,9.93146307,0.037,5.678,3.99E+02,2.41,26.2
CONFIRMED,21.85362905,0.676,3.439,3.56E+02,1.75,23
CONFIRMED,8.19345065,0.815,5.234,1.15E+02,1.74,15.7
FALSE POSITIVE,19.97867,0.923,10.168,9.44E+02,6.85,86.2
CONFIRMED,41.8059544,0.029,6.057,4.34E+02,2.02,28.3
FALSE POSITIVE,15.45158184,0.636,2.406,8.53E+01,2.02,21
FALSE POSITIVE,89.69816853,0.684,5.5418,2.73E+05,102.08,3420.3
FALSE POSITIVE,1.187352427,1.222,4.999,2.07E+04,67.35,717.4
FALSE POSITIVE,3.012476582,1.261,3.1424,1.14E+03,65.25,253.4
CONFIRMED,4.77800306,0.02,2.7361,4.73E+02,1.85,115.4
FALSE POSITIVE,7.814839231,0.945,3.0122,2.01E+03,5.33,100
FALSE POSITIVE,29.7452499,0.941,22.695,7.79E+02,3.6,55.9
CONFIRMED,5.32667299,0.043,3.4045,6.11E+02,2.26,34.1
FALSE POSITIVE,0.741057213,1.26,1.05299,2.00E+03,26.67,251.9
FALSE POSITIVE,2.988085455,1.216,3.68,8.03E+02,21.81,48.2
FALSE POSITIVE,2.783883492,1.255,2.4546,9.04E+02,67.17,86.1
FALSE POSITIVE,0.393727296,1.228,3.02,9.04E+02,23.05,82.4
CANDIDATE,8.17242644,0.926,3.902,8.64E+02,3.29,37
CANDIDATE,1295.362215,1.3935,28.297,8.71E+03,57.82,164
CONFIRMED,13.0607936,0.718,3.215,2.37E+02,1.45,19.4
CANDIDATE,4.2989201,0.972,2.747,2.38E+02,2.12,20
FALSE POSITIVE,25.9518461,1.22,14.581,1.06E+03,22.32,65.8
FALSE POSITIVE,25.9518536,1.25,14.755,2.02E+03,24.6,79.4
FALSE POSITIVE,5.68628739,0.8548,17.573,5.56E+03,4.5,414.4
FALSE POSITIVE,15.66388695,0.985,2.4775,5.14E+03,27.36,175.9
FALSE POSITIVE,4.020628573,0.827,4.4085,2.09E+04,16.94,282.6
CANDIDATE,5.714817603,0.096,3.14126,1.23E+04,9.29,537.7
FALSE POSITIVE,185.0228822,1.004,4.87326,4.35E+04,49.82,938.2
FALSE POSITIVE,2.897432135,0.967,3.1793,1.22E+03,14.35,73.9
CONFIRMED,8.70420525,0.5,2.9385,1.07E+03,2.86,74
CONFIRMED,8.1280933,0.357,3.727,2.24E+02,1.39,10.7
CANDIDATE,2.83668931,0.33,3.031,1.66E+02,1.19,12.1
CONFIRMED,0.974868896,0.12,1.6191,1.98E+02,1.16,82.6
CONFIRMED,4.89721006,0.66,1.812,2.74E+02,1.48,16.9
FALSE POSITIVE,2.757794163,0.8,2.7644,3.90E+04,20.05,349.2
FALSE POSITIVE,1.914158508,0.942,3.2917,7.83E+03,13.63,124.6
FALSE POSITIVE,3.98216698,0.775,2.396,3.81E+02,3.32,27.1
FALSE POSITIVE,0.643794198,1.193,1.5662,4.57E+02,19.51,53.7
CONFIRMED,16.08832318,0.648,5.731,5.98E+02,3.42,31.3
CONFIRMED,10.30067919,0.004,4.885,2.72E+02,2.2,16.4
CONFIRMED,35.6757453,0.61,7.381,4.71E+02,3.02,18.5
CANDIDATE,1.00861677,,0.91,,,
FALSE POSITIVE,161.7883271,0.267,5.31,8.78E+04,36.14,704.5
CONFIRMED,16.56806842,0.164,4.2647,1.33E+03,2.54,41.9
CONFIRMED,47.3329299,0.43,2.708,9.32E+02,2.18,14
FALSE POSITIVE,0.856895349,0.554,1.3078,8.22E+01,0.82,33.1
CONFIRMED,40.8065333,0.016,13.135,3.14E+02,3.71,54.8
CONFIRMED,2.46697039,0.574,1.6345,3.09E+02,1.56,29.5
CANDIDATE,2.624234833,0.781,1.3874,2.61E+03,5.11,361.1
CONFIRMED,6.61836309,0.043,3.6813,5.49E+02,2.98,31.5
CONFIRMED,107.7214092,0.003,8.042,1.40E+03,4.75,30.5
CANDIDATE,92.77779,0.0174,6.64,3.59E+02,1.92,5.2
FALSE POSITIVE,5.251916208,1.256,4.9095,1.06E+04,37.15,146.3
CONFIRMED,9.673958488,0.194,3.2641,9.53E+02,2.63,178
FALSE POSITIVE,100.3039228,1.256,8.702,5.45E+03,29.55,63.2
FALSE POSITIVE,200.6110335,,7.13,,,
FALSE POSITIVE,0.986620248,1.252,3.9722,1.35E+03,43.98,117.7
FALSE POSITIVE,1.63484631,,6.11,,,
CONFIRMED,14.12847677,0.811,3.685,6.29E+02,2.73,23
CONFIRMED,48.6478543,0.988,5.464,6.42E+02,4.14,12.2
CONFIRMED,8.39842977,0.573,6.344,3.40E+02,2,28
CONFIRMED,8.63847391,0.049,5.4566,3.96E+02,5.99,38.6
CANDIDATE,422.917678,0.7887,31.274,1.37E+03,5.89,61.7
CONFIRMED,140.10765,0.019,18.503,2.67E+02,3.42,29
CONFIRMED,3.4815917,0.076,1.8069,1.35E+02,1.17,23.4
FALSE POSITIVE,8.360616221,0.21,7.5385,2.81E+04,40.35,425.6
FALSE POSITIVE,1.838514968,0.045,2.7391,2.72E+03,4.86,63.7
CONFIRMED,35.61760233,0.009,8.4559,4.63E+03,5.17,155
FALSE POSITIVE,1.09206833,0.469,1.8596,2.19E+02,1.29,45.5
CONFIRMED,10.12805158,0.753,3.517,4.77E+02,1.95,38
FALSE POSITIVE,1.613001111,0.448,2.394,1.04E+02,1.25,19.3
CONFIRMED,3.770551475,0.053,3.8077,1.24E+04,12.05,100.8
FALSE POSITIVE,1.343767797,0.891,1.9405,4.70E+03,18.66,269.8
FALSE POSITIVE,29.12436474,1.181,3.4209,6.50E+03,15.25,63.4
FALSE POSITIVE,31.82814583,1.276,2.917,4.46E+03,35.8,78.7
FALSE POSITIVE,3.629442796,0.97,5.63,4.27E+02,3.28,76.4
FALSE POSITIVE,0.553261874,1.246,0.8875,1.04E+03,97.36,202.2
CONFIRMED,5.72812616,0.22,2.0295,6.43E+02,1.38,20.8
CONFIRMED,3.75574267,0.127,2.2911,4.17E+02,1.58,27.9
FALSE POSITIVE,7.44042933,0.968,2.991,5.47E+02,2.74,34
CONFIRMED,6.581477136,0.137,3.0896,2.32E+03,4.56,116.2
CONFIRMED,24.66919273,0.073,7.03515,7.38E+03,77.76,603
CONFIRMED,2.382652873,0.682,1.8888,7.05E+02,2.74,45.5
CONFIRMED,24.66461416,0.8,2.8579,2.40E+03,5.34,56.7
CONFIRMED,11.51517167,0.311,2.006,1.36E+03,2.9,53.2
CONFIRMED,7.641567589,0.027,3.41018,2.27E+03,4.91,437.5
FALSE POSITIVE,30.6113932,1.264,3.576,3.47E+03,19.68,37.5
CONFIRMED,7.40742502,0.03,3.675,4.42E+02,2.01,23.1
FALSE POSITIVE,569.934135,0.919,4.1904,1.89E+04,38.98,66.7
FALSE POSITIVE,5.09246539,0.161,3.659,2.54E+02,1.17,17.1
FALSE POSITIVE,110.6157662,,5,,,
FALSE POSITIVE,1.103971357,0.52,0.926,3.18E+02,1.37,21.7
CONFIRMED,10.91610834,0.7699,3.6496,1.48E+03,3.93,302.2
CONFIRMED,3.353732008,0.051,1.4598,1.26E+03,1.65,47.8
CONFIRMED,6.877446033,0.79,1.3692,1.63E+03,2.05,39.6
CONFIRMED,28.46464804,0.035,2.6657,1.63E+03,1.87,28.9
FALSE POSITIVE,0.293630085,1.2329,2.3857,2.02E+03,26.35,170
CONFIRMED,42.89645024,0.007,5.6897,5.55E+02,2,66.8
FALSE POSITIVE,2.44199803,0.856,2.759,2.52E+02,1.44,27.2
CANDIDATE,30.5872153,0.013,5.3698,4.65E+02,2.32,33.1
CONFIRMED,7.09712124,0.05,2.1059,3.70E+02,0.74,18.3
FALSE POSITIVE,2.6827683,0.769,2.957,7.98E+01,1.19,26.7
CONFIRMED,3.601465336,0.021,2.2753,7.78E+02,2.31,50.7
FALSE POSITIVE,3.108251172,0.9,2.5048,1.87E+03,4.43,156.5
CONFIRMED,25.8474958,0.054,5.985,5.37E+02,2.4,27.3
CONFIRMED,40.715561,0.008,6.894,6.81E+02,2.7,28.9
FALSE POSITIVE,20.42720701,0.956,3.447,1.27E+03,4.42,36.7
FALSE POSITIVE,6.198273591,0.343,7.53837,4.73E+04,19.81,2561.1
FALSE POSITIVE,1.023471798,0.974,2.3499,8.61E+02,3.78,63
FALSE POSITIVE,0.51872711,1.199,1.252,7.14E+02,19.07,93.3
CONFIRMED,17.31711739,0.684,3.1518,1.47E+03,2.04,35.9
CONFIRMED,9.42889884,0.011,4.4481,5.65E+02,4.39,50.4
FALSE POSITIVE,1.096583368,0.421,2.1188,3.09E+02,1.35,44.3
CANDIDATE,9.95639775,1.222,5.615,5.11E+02,28.15,32.9
CANDIDATE,6.50327035,0.08,2.591,4.18E+02,1.67,19
CANDIDATE,4.09667624,0.142,2.19,3.02E+02,1.42,16.2
CONFIRMED,1.196548464,0.332,1.2592,2.25E+02,1.25,16.5
CONFIRMED,11.47609015,0.755,5.046,1.82E+02,2.07,27.7
CONFIRMED,25.2630467,0.743,6.22,1.26E+02,1.71,14.3
FALSE POSITIVE,7.1688266,,1.29,,,
CONFIRMED,0.677374687,0.132,1.8361,7.67E+01,0.9,38.7
CONFIRMED,10.43547031,0.174,3.4167,2.10E+02,1.22,36.7
CONFIRMED,7.41084314,0.064,3.245,1.24E+02,0.94,25.6
CONFIRMED,28.59914031,0.009,3.6567,1.59E+03,1.83,53.8
CONFIRMED,24.58716355,0.648,3.984,9.08E+02,2.37,35.6
FALSE POSITIVE,34.19360031,0.625,5.41382,1.37E+04,21.95,1405.6
CONFIRMED,12.53248222,0.668,4.0168,1.15E+03,3.24,66.7
CANDIDATE,31.20169247,0.001,2.15663,3.45E+04,8.31,607.4
CONFIRMED,13.19720694,0.568,3.4872,2.14E+03,4.18,116.2
CONFIRMED,14.85890852,0.255,3.5252,3.27E+03,5.94,456.8
CONFIRMED,4.08897299,0.374,3.585,1.58E+02,2.36,19
FALSE POSITIVE,2.866680334,0.968,1.1264,7.12E+02,2.93,43
CONFIRMED,17.44486016,0.871,4.445,8.27E+02,3.24,46
FALSE POSITIVE,8.30697421,1.151,2.76,1.59E+02,37.99,17.4
FALSE POSITIVE,2.49705175,,3.79,,,
CONFIRMED,7.33685101,0.018,3.548,3.26E+02,1.52,21.6
FALSE POSITIVE,22.65117451,0.925,3.6895,2.25E+03,7.62,170.1
FALSE POSITIVE,1.204274435,0.528,1.3362,1.86E+02,1.19,34.7
CANDIDATE,7.71790675,0.112,1.84,3.07E+02,0.9,12.6
CONFIRMED,27.6652847,0.004,6.633,4.69E+02,2.21,36.1
FALSE POSITIVE,0.948950734,1.246,4.0245,2.13E+03,36.87,238.6
CONFIRMED,14.55730897,0.036,7.7643,9.57E+02,4.32,200
FALSE POSITIVE,4.722254104,0.506,3.451,8.27E+04,14.45,314.1
FALSE POSITIVE,0.635069939,1.25,2.07171,3.31E+04,57.77,578.6
CANDIDATE,6.810823723,0.57,7.98574,1.44E+04,26.06,1441.9
FALSE POSITIVE,0.933746515,1.262,6.6522,2.94E+03,25.54,549.5
FALSE POSITIVE,1.872421727,0.917,1.5261,3.02E+03,5.65,179
CONFIRMED,33.6528474,0.567,3.9616,1.14E+03,3.05,41.9
CONFIRMED,5.90127815,0.03,2.1979,1.53E+03,1.94,56.6
CONFIRMED,8.75209691,0.017,2.3742,1.37E+03,1.83,44.8
CONFIRMED,22.78078241,0.008,3.3002,1.93E+03,2.17,46.4
CONFIRMED,2.896005211,0.082,1.6776,6.14E+02,1.23,28.6
CONFIRMED,0.742957911,0.162,0.6688,8.43E+02,1.47,45.3
FALSE POSITIVE,54.35635067,1.142,6.4345,1.05E+04,38.81,628.1
FALSE POSITIVE,0.54624855,1.215,2.0543,6.40E+02,18.93,42.9
CONFIRMED,18.82744023,0.025,4.664,1.01E+03,2.7,29.5
FALSE POSITIVE,8.4120069,0.022,3.923,8.20E+02,1.71,39.7
CONFIRMED,5.747711909,0.575,1.8923,8.20E+02,1.86,51.7
CONFIRMED,3.504691252,0.741,1.9811,3.15E+02,2.03,67.5
FALSE POSITIVE,0.995861402,1.256,1.1507,4.99E+03,26.93,272
CONFIRMED,86.67856052,0.291,10.1289,8.24E+03,9.83,318.3
CANDIDATE,12.21828097,0.778,2.6969,1.84E+03,5.1,90.1
FALSE POSITIVE,8.387210055,1.284,1.6477,4.95E+03,72.52,180.6
FALSE POSITIVE,15.2384539,0.74,19.292,7.02E+03,9.84,56
FALSE POSITIVE,0.413334492,1.2313,2.3808,2.03E+03,31.52,236.9
FALSE POSITIVE,0.93374614,1.27,6.551,1.72E+03,149.71,365.7
FALSE POSITIVE,6.47179275,0.014,6.788,4.03E+02,2.08,30.7
CANDIDATE,64.617518,0.9,5.796,2.49E+03,5.4,61.9
CONFIRMED,13.21409607,0.812,3.5641,1.15E+03,2.77,38
CONFIRMED,6.05729966,0.219,3.7419,3.85E+02,1.94,35.1
CONFIRMED,3.584101048,0.045,2.7316,2.61E+03,4.66,166.3
CONFIRMED,1.763587535,0.512,3.16877,4.59E+03,21.42,4061.9
CONFIRMED,5.014234733,0.066,4.589,6.54E+03,10.63,794.3
CONFIRMED,8.11528727,0.916,3.211,8.35E+02,3.1,59.1
CONFIRMED,36.9250409,0.838,4.9381,9.02E+02,3.01,39.3
FALSE POSITIVE,37.4783492,1.161,5.317,1.47E+03,10.05,18.3
FALSE POSITIVE,8.09695764,1.165,3.319,2.84E+02,34,35.4
CANDIDATE,32.3122867,0.934,6.569,6.78E+02,4.84,33.6
CANDIDATE,9.22961384,0.067,2.235,4.92E+02,2.79,19.3
CONFIRMED,14.5598556,0.026,5.624,2.91E+02,1.64,15.6
CONFIRMED,4.176254191,0.715,3.6716,1.36E+03,3.07,249.7
FALSE POSITIVE,0.528755447,1.204,5.714,4.09E+02,47.75,100.1
CONFIRMED,6.10027621,0.015,4.7476,7.67E+02,2.59,43.2
CANDIDATE,51.59809554,0.251,2.0153,5.87E+03,6.57,79.7
CANDIDATE,1500,0.9243,7.109,9.59E+03,9.8,62.5
FALSE POSITIVE,10.9110487,0.9761,7.033,4.02E+02,2.36,28.3
CONFIRMED,8.408878137,0.018,3.4967,7.99E+02,2.28,147.2
CONFIRMED,10.93725572,0.866,3.0822,4.22E+02,2.41,24.6
CONFIRMED,2.97136658,0.349,2.716,2.33E+02,1.52,25.6
CONFIRMED,158.6850022,0.034,11.5372,8.98E+02,3.08,97.4
CONFIRMED,2.936527336,0.524,1.771,3.52E+02,1.92,34.7
CONFIRMED,7.03902016,0.015,3.8633,5.30E+02,2.45,54.3
CONFIRMED,8.360870704,0.494,2.7144,2.04E+03,3.67,120.9
FALSE POSITIVE,3.14051153,1.251,8.2806,1.44E+03,31.01,139.5
CANDIDATE,21.76129812,0.123,1.243,1.30E+03,2.53,60
FALSE POSITIVE,12.71379418,0.485,2.44093,3.67E+04,2.31,2981.3
FALSE POSITIVE,15.80110003,0.512,6.37505,3.75E+04,15.61,1642.2
CANDIDATE,1500.140677,0.9131,25.727,4.13E+03,18.35,83.3
FALSE POSITIVE,1.739428983,4.246,2.4894,5.90E+03,268.65,130
FALSE POSITIVE,1.217266418,0.878,3.3208,5.81E+03,14.49,603.4
FALSE POSITIVE,19.56309252,0.842,6.9547,1.30E+04,23.76,2477
FALSE POSITIVE,3.7228551,0.911,12.8164,2.97E+03,5.67,294.8
FALSE POSITIVE,48.93786896,0.981,6.5868,7.24E+03,24.19,445.7
FALSE POSITIVE,5.48990788,1.199,4.02,5.99E+02,23.6,36.7
CONFIRMED,161.5278347,0,3.6734,4.65E+03,8.19,54.7
FALSE POSITIVE,0.73093905,0.018,2.8437,4.51E+02,1.45,52.4
CONFIRMED,11.39102358,0.732,2.303,4.49E+02,1.67,10.5
CONFIRMED,12.33343853,0.979,6.221,5.36E+02,4.12,31.7
CONFIRMED,8.01500821,0.645,3.0137,3.63E+02,2,28.6
FALSE POSITIVE,0.933749941,1.225,6.606,4.15E+02,12.93,88.8
CONFIRMED,7.053934488,0.899,1.7244,5.12E+02,2.36,56.3
CONFIRMED,4.29263699,0.454,2.7,6.14E+01,0.68,11.4
CANDIDATE,7.6746614,0.939,1.9374,5.03E+02,2.8,20.8
FALSE POSITIVE,0.445275074,0.639,2.276,2.55E+02,1.21,86.3
CONFIRMED,1.213770423,0.83,0.5532,1.82E+03,0.78,111.4
CONFIRMED,0.453287416,0.81,0.4445,1.46E+03,0.76,150.4
FALSE POSITIVE,10.81013273,0.948,4.4618,6.17E+03,13.95,806.5
CONFIRMED,1.865114193,0.785,0.4279,1.12E+03,0.66,56.9
FALSE POSITIVE,3.273699006,0.733,3.07626,6.86E+03,22.36,1293.1
FALSE POSITIVE,7.047103499,1.047,3.3208,7.13E+04,51.86,274.9
FALSE POSITIVE,0.530300102,1.2507,2.8502,3.04E+03,35.73,207.4
FALSE POSITIVE,1.073917869,1.266,2.4305,1.93E+03,33.01,137.5
FALSE POSITIVE,4.206096814,1.239,10.7381,1.30E+03,32.66,149.3
FALSE POSITIVE,19.56313723,0.908,6.8575,5.54E+03,9.73,157.8
FALSE POSITIVE,2.227718792,1.04,4.9699,1.04E+03,8.88,124.3
FALSE POSITIVE,0.591914504,1.344,1.0225,1.06E+03,27.21,56.3
CONFIRMED,36.7704935,0.545,4.42,1.35E+03,2.83,40.8
CONFIRMED,14.58932429,0.694,2.4184,8.31E+02,2.32,29.3
CANDIDATE,0.764017553,0.442,1.103,1.28E+02,0.86,13.2
CONFIRMED,59.8780258,0.004,4.8027,1.42E+03,2.19,51.8
CANDIDATE,20.51360192,0.703,3.4769,1.17E+03,2.58,32.3
CONFIRMED,74.92768653,0.796,4.74,4.12E+03,6.39,161.5
CANDIDATE,150.0189511,1.252,4.3823,4.32E+03,32.6,106.2
CONFIRMED,2.613020421,0.891,1.9588,6.00E+02,1.5,31.1
CONFIRMED,0.927859786,0.795,1.4279,5.15E+02,1.79,99.8
CANDIDATE,205.912735,0.196,9.992,2.38E+03,4.68,49.4
CONFIRMED,7.10695741,0.079,5.1462,1.31E+02,1.72,33.8
CANDIDATE,0.783276173,0.041,1.6735,2.65E+02,1.98,46.9
CANDIDATE,3.17405898,0.422,2.3156,2.82E+02,2.09,29.2
CONFIRMED,2.1395563,0.368,2.0678,2.66E+02,1.76,48.9
CONFIRMED,4.807103254,0.94,0.9393,4.51E+02,2.96,32.9
CONFIRMED,21.4054422,0.943,11.721,4.09E+02,11.64,60.9
CONFIRMED,10.5007712,0.034,14.522,1.83E+02,5.68,45.3
CONFIRMED,2.633852528,0.204,2.0206,2.60E+02,1.38,23.3
CONFIRMED,6.18670882,0.013,2.909,2.03E+02,1.21,14.3
CONFIRMED,1.796320953,0.015,1.9139,2.11E+02,1.2,22.1
CONFIRMED,3.468073,0.143,2.361,2.44E+02,1.29,20.6
CONFIRMED,5.9142668,0.04,2.661,2.53E+02,1.31,17.4
CONFIRMED,14.00640392,0.568,4.6919,7.16E+02,3.11,109.3
CONFIRMED,3.546531809,0.633,2.2746,4.43E+02,2.18,26.4
CONFIRMED,5.70070626,0.664,1.6408,3.80E+02,2.03,15.2
CONFIRMED,20.8341497,0.269,4.522,8.03E+02,2.26,26.2
CONFIRMED,7.0556584,0.301,3.0479,7.06E+02,2.13,32.1
CONFIRMED,10.47548084,0.664,2.3024,1.07E+03,2.11,40.3
CONFIRMED,22.92886314,0.805,2.0831,9.09E+02,2.08,21.3
CONFIRMED,77.4740991,0.758,4.168,1.54E+03,2.63,27.5
CANDIDATE,345.1589354,0.87,7.5646,5.09E+03,7.79,197.9
CONFIRMED,6.88595222,0.953,4.148,4.29E+02,2.68,34.5
CANDIDATE,99.6442783,0.966,5.1772,3.22E+03,8.48,163.2
FALSE POSITIVE,3.125814002,0.506,1.7895,2.39E+02,1.88,32
CONFIRMED,5.660669429,0.477,4.6483,7.38E+02,3.24,201.1
FALSE POSITIVE,10.80487163,0.207,2.7215,2.93E+02,1.71,27.4
CONFIRMED,13.71938426,0.022,5.5677,3.16E+02,1.98,48.3
CONFIRMED,29.2214959,0.779,4.014,3.94E+02,1.81,14.6
CONFIRMED,44.8520997,0.807,3.5729,7.81E+02,3.35,33
CONFIRMED,20.34237838,0.826,2.3351,5.65E+02,2.88,28.7
CONFIRMED,118.3786735,0.011,9.5574,1.08E+03,3.4,83.1
CONFIRMED,23.58444746,0.711,5.5545,4.29E+02,3,42.8
CONFIRMED,11.97884409,0.073,3.751,7.08E+02,2.11,27.8
CONFIRMED,3.71545593,0.327,2.558,3.32E+02,1.46,19.6
CONFIRMED,2.58083264,0.16,2.1729,2.70E+02,1.31,17.5
FALSE POSITIVE,1.487084251,0.678,1.3233,2.96E+02,1.6,17.9
CONFIRMED,19.25404023,0.548,4.6509,9.88E+02,3.04,50.7
CONFIRMED,15.0549356,0.321,4.801,2.56E+02,1.6,16.6
CONFIRMED,2.92721119,0.043,2.545,1.70E+02,1.29,18
CONFIRMED,38.2856338,0.115,6.512,3.23E+02,1.77,15
CONFIRMED,19.80787763,0.054,3.453,6.16E+02,2.08,20.1
CONFIRMED,2.343230566,0.047,2.0424,2.47E+02,1.18,23.9
CANDIDATE,19.03723442,0.033,3.3882,4.01E+02,5.74,25.3
FALSE POSITIVE,2.73987398,0.703,4.15886,2.06E+04,34.83,1454.3
FALSE POSITIVE,5.801880653,0.773,4.2608,4.19E+04,19.91,396.8
FALSE POSITIVE,85.34092607,12.773,10.6141,5.17E+04,1177.65,898.4
FALSE POSITIVE,0.782045734,1.244,1.7945,1.62E+04,45.05,272.3
CANDIDATE,0.576078683,1.113,1.63253,1.01E+04,23.23,426
CONFIRMED,10.1171684,0.296,4.6677,2.89E+02,3.07,50.6
CONFIRMED,19.12947603,0.861,3.9622,4.51E+02,4.23,31.7
CONFIRMED,83.5781976,0.544,7.2487,6.31E+02,6.63,54.9
